p_id,name,price,colour,brand,img,ratingcount,avg_rating,description,p_attributes,rating_category,price_category
P757,Global Desi Girls Blue Embroidered Tie-Up Neck Top,1699.0,Blue,GLOBAL DESI,http://assets.myntassets.com/assets/images/13286936/2021/3/2/a9108c3f-d89b-4a4d-a299-4d1c7633cf801614685272720-global-desi-girls-blue-embroidered-tie-up-neck-top-937161468-1.jpg,20,4.5,ulliColour Blue regular TopliliEmbroideredliliWovenliliTieup neckliliLong sleevesliulViscose rayonnbspbrHand wash,body or garment size garment measurements in center front open no character na closure na fabric viscose rayon fabric type na length regular lining na main trend new basics multipack set na neck tieup neck occasion casual pattern embroidered print or pattern type geometric sleeve length long sleeves sleeve styling regular sleeves surface styling tieups sustainable regular transparency opaque type regular wash care hand wash weave type woven taxmaterial na,GOOD,Medium
P758,Harpa Women Maroon Solid Top,1199.0,Maroon,HARPA,http://assets.myntassets.com/assets/images/2352294/2017/12/19/11513682820556-na-2601513682820411-1.jpg,700,3.4,MAROON SOLID WOVEN REGULAR TOP HAS A ROUND NECK SHORT SLEEVES BUTTON CLOSUREPOLYESTER BR HANDWASHTHE MODEL HEIGHT 58 IS WEARING A SIZE S,body shape id 443333424 body or garment size tofit denotes body measurements in closure button fabric polyester fabric type na length regular lining na main trend new basics neck round neck occasion casual pattern solid print or pattern type solid sleeve length short sleeves sleeve styling flutter sleeves surface styling na transparency opaque type regular wash care hand wash weave type woven taxmaterial na,AVERAGE,Medium
P759,Mayra Women Magenta Printed Regular Crop Top,1195.0,Magenta,MAYRA,http://assets.myntassets.com/assets/images/productimage/2021/3/2/3fdf6403-c2f4-4310-9576-c4bd76c614291614681547338-1.jpg,850,4.3,Colour magenta crop regular top Printed Woven Round neck Sleeveless no sleeves sleeves br br Trend story bb br New basics Fashion trends come and go but a few manage to break the cycle and earn wardrobeessential status A basic if you will New Basics resurface year after year and outfits wouldnt be the same without them These pieces are triedandtrue wardrobe staples and act as the foundation to every good look br br b Fabric Story b br Polyester Polyester is the wonder fiber of the 20th century and makes for comfy durable garments with excellent elasticity Its resistance to waterbased stains and quick drying properties make it ideal for outdoor clothing br br b Care For Me b br Follow the fabric care label warm machine wash is recommendedcan be tumble dried in a cool settingprevent static buildup by drying while damp use low heat to ironThe model height 58 is wearing a size SPolyester br Machine wash,body shape id 333424 body or garment size tofit denotes body measurements in center front open no closure na fabric polyester fabric type na length crop lining na main trend new basics neck round neck occasion party pattern printed print or pattern type ethnic motifs sleeve length sleeveless sleeve styling no sleeves surface styling na sustainable regular transparency opaque type regular wash care machine wash weave type woven taxmaterial na,GOOD,Medium
P760,Harpa Women Mustard Printed Blouson Top,1299.0,Mustard,HARPA,http://assets.myntassets.com/assets/images/productimage/2021/1/27/dcb8651b-9bf5-49df-afa2-9c177f28f2891611743602209-1.jpg,310,3.7,Mustard printed woven blouson top has a round neck long sleeves and button closureLoose Fitbr The model height 58 is wearing a size SMaterial Polyesterbr Hand Wash,body shape id 333424 body or garment size tofit denotes body measurements in center front open no closure button fabric polyester fabric type satin length regular lining na main trend new basics neck round neck occasion casual pattern printed print or pattern type floral sleeve length long sleeves sleeve styling bishop sleeves surface styling na sustainable regular transparency opaque type blouson wash care hand wash weave type woven taxmaterial na,AVERAGE,Medium
P761,Cutecumber Yellow Floral Printed Bell Sleeves Georgette Regular Top,1075.0,Yellow,CUTECUMBER,http://assets.myntassets.com/assets/images/productimage/2021/3/26/6928ee22-b7f6-4301-8c04-e103b26a4bfd1616741282292-1.jpg,260,4.3,ulliyellow regular toplilifloral printedliliround neck threequarter sleeves bell sleevesliliwaist tieups detailliliknitted and woven georgettelilibuttonliulpolyester br hand wash,body or garment size garment measurements in center front open no character na closure button contact brand or retailer for presales product queries mail id shekharcutecumberin fabric polyester fabric type georgette length regular lining na main trend new basics multipack set na neck round neck occasion casual pattern printed print or pattern type floral sleeve length threequarter sleeves sleeve styling bell sleeves surface styling waist tieups sustainable regular transparency opaque type regular wash care hand wash weave type knitted and woven taxmaterial na,GOOD,Medium
P762,Tokyo Talkies White Embroidered Blouson Crop Top,1249.0,White,TOKYO TALKIES,http://assets.myntassets.com/assets/images/17143504/2022/2/12/58659e15-55e3-4194-b74f-7ed5305377831644662946090tokyotalkieswhiteblousoncroptop1.jpg,350,4.0,ulliWhite crop blouson topliliEmbroideredliliSquare neck short puff sleeve sleevesliliWovenliulThe model height 58 is wearing a size S67 Polyester 33 CottonbrMachine Wash,body shape id 424 body or garment size tofit denotes body measurements in care for me na center front open no character na closure na fabric polycotton fabric type na length crop lining na main trend new basics multipack set na neck square neck occasion casual pattern embroidered print or pattern type self design sleeve length short sleeves sleeve styling puff sleeves surface styling na sustainable regular transparency opaque type blouson wash care machine wash weave type woven wedding na taxmaterial na,AVERAGE,Medium
P763,Here&Now Women Mustard Yellow & White Striped Top,1199.0,Mustard,HERE&NOW,http://assets.myntassets.com/assets/images/18286254/2022/5/23/0e243258-6e29-4f76-a59c-f69e01fc4d301653290964498-herenow-women-tops-9631653290964058-1.jpg,150,3.4,Mustard yellow and white regular top Vertical striped Vneck short flutter sleeve sleeves Woven Button closure ulPolyesterbrMachine WashbrSize worn by the model SbrChest 335brHeight 57br,body shape id 443333324424 body or garment size garment measurements in care for me follow the fabric care label warm machine wash is recommendedrncan be tumble dried in a cool settingrnprevent static buildup by drying while damp rnuse low heat to iron center front open yes character na closure button fabric polyester fabric type na length regular lining na main trend new basics multipack set na neck vneck occasion casual pattern striped print or pattern type vertical stripes sleeve length short sleeves sleeve styling flutter sleeves surface styling na sustainable regular transparency opaque type regular wash care machine wash weave type woven wedding na taxmaterial na,AVERAGE,Medium
P764,Trend Arrest Women Black Solid Smocked Fitted Top,1299.0,Black,TREND ARREST,http://assets.myntassets.com/assets/images/13400344/2021/1/19/c644cf50-2988-4848-ab07-f57363af0e821611047872875-trend-arrest-women-tops-3101611047871466-1.jpg,1800,4.3,BLACK SOLID SMOCKED WOVEN FITTED TOP WITH RUFFLE DETAIL HAS A SQUARE NECK AND SHORT SLEEVESFITTEDBR THE MODEL HEIGHT 58 IS WEARING A SIZE SMATERIAL VISCOSE RAYONBR HAND WASH,body shape id 324424 body or garment size tofit denotes body measurements in center front open no closure na fabric viscose rayon fabric type na length regular lining na main trend smocked neck square neck occasion casual pattern solid print or pattern type solid sleeve length short sleeves sleeve styling puff sleeves surface styling ruffles sustainable regular transparency opaque type fitted wash care hand wash weave type woven taxmaterial na,GOOD,Medium
P765,Cation Maroon Pleated Maxi Top,2599.0,Maroon,CATION,http://assets.myntassets.com/assets/images/9442199/2019/4/29/2357bc0f-e1ac-4ce2-8f5a-aba7bfefdeba1556526873400-cation-maroon-4841556526872014-1.jpg,4310,3.8,Maroon solid woven maxi top has a round neck long sleeves button closureRegular Fitbr The model height 58 is wearing a size SPolyesterbrHandwash,body or garment size tofit denotes body measurements in center front open no character na closure button fabric type na length longline lining na main trend new basics multipack set na neck round neck occasion casual pattern solid print or pattern type solid sleeve length long sleeves sleeve styling regular sleeves surface styling gathered or pleated sustainable regular transparency opaque type maxi wash care hand wash weave type woven taxmaterial na,AVERAGE,High
P766,Sassafras White Sweetheart Neck Crop Top,1299.0,White,SASSAFRAS,http://assets.myntassets.com/assets/images/18337008/2022/5/28/f6aea2ed-bebd-4d6c-8ea1-d999aa5d52e91653727459073bhamacouturebeigedigitalprintanarkalikurtawithbeigenetdupatt1.jpg,60,4.7,UL LI WHITE CROP FITTED TOP LI LI SOLID LI LI SWEETHEART NECK SLEEVELESS NO SLEEVES LI LI KNITTED LI UL40 VISCOSE 55 POLYESTER 5 LYCRABRMACHINE WASHTHE MODEL HEIGHT 58 IS WEARING A SIZE S,body shape id 424 body or garment size tofit denotes body measurements in care for me follow the fabric care label warm machine wash is recommendedrncan be tumble dried in a cool settingrnprevent static buildup by drying while damp rnuse low heat to iron center front open no character na closure na fabric polyester fabric type na length crop lining na main trend new basics multipack set na neck sweetheart neck occasion casual pattern solid print or pattern type solid sleeve length sleeveless sleeve styling no sleeves surface styling na sustainable regular transparency opaque type fitted wash care machine wash weave type knitted wedding na taxmaterial na,GOOD,Medium
P767,Urbanic Black Semi Sheer Crop Top,1190.0,Black,URBANIC,http://assets.myntassets.com/assets/images/18866648/2022/6/27/c601b403-ea28-4483-bd35-5bcd518f2f491656329217893simplicityplacketblouse1.jpg,50,5.0,Black crop regular top Self design self design Vneck long regular sleeves Woven ulThe model height 58 is wearing a size SPolyesterbrMachine Wash,body shape id 333424 body or garment size garment measurements in care for me follow the garment wash care labelbrrncan be tumble dried in a cool setting if machine washedbrrnprevent static buildup by drying while dampbrrnuse low heat to iron center front open no character na closure na fabric polyester fabric type na length crop lining na main trend sheer multipack set na neck vneck occasion casual pattern self design print or pattern type self design sleeve length long sleeves sleeve styling regular sleeves surface styling na sustainable regular transparency semi sheer type regular wash care machine wash weave type woven wedding na taxmaterial na,GOOD,Medium
